fact_one,caseNm,courtNm,judmnAdjuDe,caseNo
채무자 회생 및 파산에 관한 법률 시행 전에는 구 개인채무자회생법 에서 정한 개인회생절차의 개시를 신청할 자격이 없던 개인채무자가 채무자 회생 및 파산에 관한 법률 시행 전후에 걸쳐서 각각 구 개인채무자회생법  각 호의 사기개인회생죄 및 구 채무자 회생 및 파산에 관한 법률   각 호의 사기회생죄에서 정한 행위를 하고 구 채무자 회생 및 파산에 관한 법률 시행 후에 그 채무자에 대하여 회생절차개시의 결정이 확정된 경우 그 시행 전의 행위를 사기개인회생죄나 사기회생죄로 처벌할 수 있는지 여부 및 채무자 회생 및 파산에 관한 법률 시행 후의 행위와 포괄하여 일죄를 구성하는지 여부,특정경제범죄가중처벌등에관한법률위반(사기)(일부인정된죄명:사기)·특정범죄가중처벌등에관한법률위반(조세)·채무자회생및파산에관한법률위반·조세범처벌법위반·사문서위조·위조사문서행사·특정경제범죄가중처벌등에관한법률위반(횡령),대법원,2016.10.13.,2016도8347
제6차 개정 신용장통일규칙 에서 정한 ‘매입’의 의미와 방법 및 중개무역업자의 거래은행이 이른바 백투백신용장을 개설하면서 주신용장의 매입에 관한 약정을 체결한 것이 신용장 매입 방법 중 하나인 ‘현실적인 대가 지급을 갈음할 수 있는 무조건적인 대가 지급채무를 부담하는 것’에 해당하는지 여부일람출급 취소불능 화환신용장의 매입은행이 수익자에게 신용장 매입대금을 지급하여야 하는 시기은행에 의한 신용장 매입이 적법하지 않은 경우 신용장 개설은행이 신용장 거래에서 수익자의 사기행위가 밝혀졌다는 이유로 신용장의 만기에 서류를 제시한 위 은행에 대하여 신용장대금의 지급을 거절할 수 있는지 여부,신용장대금청구의소,대법원,2017.11.14.,2017다216776
금원 편취를 내용으로 하는 사기죄에서 대가가 일부 지급되거나 담보가 제공된 경우의 편취액기업의 부실 재무제표 제출로 인한 기망행위와 금융기관의 여신 결정 사이에 인과관계가 단절되는지를 판단할 때 고려하여야 할 사항자본시장과 금융투자업에 관한 법률   에서 정한 ‘부정한 수단 계획 또는 기교’의 의미자본시장과 금융투자업에 관한 법률   단서 및 에서 정한 ‘위반행위로 얻은 이익’의 의미 및 이익의 산정 방법,특정경제범죄가중처벌등에관한법률위반(배임)·특정경제범죄가중처벌등에관한법률위반(사기)(피고인2에대하여일부인정된죄명:사기)·주식회사의외부감사에관한법률위반·자본시장과금융투자업에관한법률위반,대법원,2017.12.22.,2017도12649
형사소송법  에서 규정한 ‘기타 특히 신용할 만한 정황에 의하여 작성된 문서’의 의미 및 이른바 보험사기 사건에서 건강보험심사평가원이 수사기관의 의뢰에 따라 그 보내온 자료를 토대로 입원진료의 적정성에 대한 의견을 제시하는 내용의 ‘건강보험심사평가원의 입원진료 적정성 여부 등 검토의뢰에 대한 회신’이 이에 해당하는지 여부,사기,대법원,2017.12.5.,2017도12671
사기죄의 요건인 ‘기망’ 중 부작위에 의한 기망의 의미  보험계약자가 보험자와 보험계약을 체결하면서 상법상 고지의무를 위반한 행위가 보험금 편취를 위한 고의의 기망행위에 해당하기 위한 요건 및 특히 상해·질병보험계약을 체결하는 보험계약자가 보험사고 발생의 개연성이 농후함을 인식하였는지 판단하는 기준,사기,대법원,2017.4.26.,2017도1405
사기죄의 성립 요건  사기죄의 주관적 구성요건인 불법영득의 의사 내지 편취의 범의 유무를 판단하는 기준  도급계약에 따른 일의 대가 등 편취에 의한 사기죄에서 편취의 고의가 있었는지 판단하는 방법 및 기준 시점  기망행위에 의하여 국가적 또는 공공적 법익이 침해되었다는 사정만으로 사기죄가 성립하는지 여부  도급계약이나 물품구매 조달계약 체결 당시 관련 영업 또는 업무를 규제하는 행정법규나 입찰 참가자격 계약절차 등에 관한 규정을 위반한 사정만으로 도급계약을 체결한 행위가 기망행위에 해당한다고 단정할 수 있는지 여부 및 이때 심리·판단하여야 할 사항피고인이 설립한 갑 주식회사는 설립 자본금을 가장납입하고 자격증 대여자를 보유 건설기술자로 등록하는 등 자본금 요건과 기술자 보유 요건을 가장하여 전문건설업을 부정 등록한 무자격 건설업자로 전문공사를 하도급받을 수 없었음에도 이를 바탕으로 공사 발주기관을 기망하여 특허 사용협약을 체결하고 해당 공사를 낙찰받은 건설회사 담당자를 기망하여 하도급 계약을 체결한 후 각 계약들에 따른 공사대금을 지급받아 편취하였다는 이유로 특정경제범죄 가중처벌 등에 관한 법률 위반 및 사기죄로 기소된 사안에서 피고인이 발주기관 또는 건설회사들로부터 공사대금을 지급받은 행위가 사기죄에서의 기망행위로 인한 재물의 편취에 해당한다고 보기 어려우므로 이와 달리 공소사실을 유죄로 본 원심판단에 법리오해의 잘못이 있다고 한 사례,특정경제범죄가중처벌등에관한법률위반(사기)·특정경제범죄가중처벌등에관한법률위반(횡령)·상법위반·공전자기록등불실기재·불실기재공전자기록등행사·국가기술자격법위반·건설산업기본법위반·위계공무집행방해·범죄수익은닉의규제및처벌등에관한법률위반·뇌물공여·사기·부정처사후수뢰·공전자기록등위작·위작공전자기록등행사·허위공문서작성·허위작성공문서행사·뇌물수수·제3자뇌물수수·특정범죄가중처벌등에관한법률위반(알선수재)·직권남용권리행사방해·부패방지및국민권익위원회의설치와운영에관한법률위반·공무상비밀누설·제3자뇌물취득,대법원,2023.1.12.,2017도14104
자격모용에 의한 사문서작성죄의 성립요건  대표자 또는 대리인의 자격으로 임대차 등 계약을 하는 경우 위 죄의 성립에 필요한 대표 또는 대리관계의 표시 정도 및 판단 방법피고인이 갑 주식회사 소유의 오피스텔에 대한 분양대행 권한을 가지게 되었을 뿐 갑 회사의 동의 없이 오피스텔을 임대할 권한이 없는데도 임차인들과 임대차계약을 체결하면서 갑 회사가 분양사업을 위해 만든 을 회사 명의로 계약서를 작성·교부하였는데 임대차계약서에는 임대인 성명이 ‘을 회사’로 기재되어 대표자 또는 대리인의 자격 표시가 없고 또 피고인의 개인 도장이 찍혀있는 사안에서 피고인의 행위가 자격모용사문서작성과 자격모용작성사문서행사에 해당된다고 한 사례,사기·사문서위조(일부변경된죄명:자격모용사문서작성)·위조사문서행사(일부변경된죄명:자격모용작성사문서행사),대법원,2017.12.22.,2017도14560
형사소송법  에서 정한 ‘형의 가중 감면의 이유되는 사실’의 의미 및 피해회복에 관한 주장을 유죄판결에 반드시 명시하여야 하는지 여부형사소송법  에서 정한 ‘원판결이 인정한 죄보다 경한 죄를 인정할 경우’의 의미 및 원판결에서 인정한 죄 자체에는 변함이 없고 양형상 자료에 변동을 가져올 사유에 불과한 것이 여기에 해당하는지 여부,사기,대법원,2017.11.9.,2017도14769
횡령죄의 주체인 ‘타인의 재물을 보관하는 자’의 의미 및 이에 해당하는지 판단하는 기준송금의뢰인이 다른 사람의 예금계좌에 자금을 송금·이체하여 송금의뢰인과 계좌명의인 사이에 송금·이체의 원인이 된 법률관계가 존재하지 않음에도 송금·이체에 의하여 계좌명의인이 그 금액 상당의 예금채권을 취득한 경우 계좌명의인이 그와 같이 송금·이체된 돈을 그대로 보관하지 않고 영득할 의사로 인출하면 횡령죄가 성립하는지 여부  계좌명의인이 개설한 예금계좌가 전기통신금융사기 범행에 이용되어 그 계좌에 피해자가 사기피해금을 송금·이체한 경우 계좌명의인이 그 돈을 영득할 의사로 인출하면 피해자에 대한 횡령죄가 성립하는지 여부 및 이때 계좌명의인의 인출행위가 전기통신금융사기의 범인에 대한 관계에서도 횡령죄가 되는지 여부피고인 갑 을이 공모하여 피고인 갑 명의로 개설된 예금계좌의 접근매체를 보이스피싱 조직원 병에게 양도함으로써 병의 정에 대한 전기통신금융사기 범행을 방조하고 사기피해자 정이 병에게 속아 위 계좌로 송금한 사기피해금 중 일부를 별도의 접근매체를 이용하여 임의로 인출함으로써 주위적으로는 병의 재물을 예비적으로는 정의 재물을 횡령하였다는 내용으로 기소되었는데 원심이 피고인들에 대한 사기방조 및 횡령의 공소사실을 모두 무죄로 판단한 사안에서 피고인들에게 사기방조죄가 성립하지 않는 이상 사기피해금 중 일부를 임의로 인출한 행위는 사기피해자 정에 대한 횡령죄가 성립한다고 한 사례,사기방조·횡령,대법원,2018.7.19.,2017도17494
사기죄의 구성요건 중 ‘기망’의 의미 및 고지의무 위반이 거래의 상대방을 기망한 것이 되어 사기죄를 구성하는 경우사기죄의 주관적 구성요건인 편취의 고의를 판단하는 기준 및 차용금 편취의 고의를 인정할 수 있는 경우피고인이 갑 저축은행에 대출을 신청하여 심사를 받을 당시 동시에 다른 저축은행에 대출을 신청한 상태였는데도 갑 저축은행으로부터 다른 금융회사에 동시에 진행 중인 대출이 있는지에 대하여 질문을 받자 ‘없다’고 답변하였고 갑 저축은행으로부터 대출을 받은 지 약 6개월 후에 신용회복위원회에 대출 이후 증가한 채무를 포함하여 프리워크아웃을 신청한 사안에서 피고인에 대한 사기 공소사실을 무죄라고 판단한 원심판결에 사기죄에서 기망행위 기망행위와 처분행위 사이의 인과관계와 편취의 고의에 관한 법리를 오해한 잘못이 있다고 한 사례,사기,대법원,2018.8.1.,2017도20682
전기통신금융사기의 범인이 피해자를 기망하여 피해자의 돈을 사기이용계좌로 송금·이체받은 후에 사기이용계좌에서 현금을 인출한 행위가 사기의 피해자에 대하여 따로 횡령죄를 구성하는지 여부 및 이러한 법리는 사기범행에 이용되리라는 사정을 알고서도 자신 명의 계좌의 접근매체를 양도함으로써 사기범행을 방조한 종범이 사기이용계좌로 송금된 피해자의 돈을 임의로 인출한 경우에도 마찬가지로 적용되는지 여부,횡령·사기방조·전자금융거래법위반·사기,대법원,2017.5.31.,2017도3045
비의료인과 의료인이 동업 등의 약정을 하여 의료기관을 개설한 행위가 구 의료법에 의하여 금지되는 ‘비의료인의 의료기관 개설행위’에 해당하는지 판단하는 기준의료인이 비의료인의 의료기관 개설행위에 공모하여 가공한 경우 구 의료법      위반죄의 공동정범에 해당하는지 여부,보건범죄단속에관한특별조치법위반(부정의료업자)·특정경제범죄가중처벌등에관한법률위반(사기)(일부인정된죄명:사기)·의료법위반,대법원,2017.4.7.,2017도378
피해자에 대한 사기범행을 실현하는 수단으로서 타인을 기망하여 그를 피해자로부터 편취한 재물이나 재산상 이익을 전달하는 도구로서만 이용한 경우 피해자에 대한 사기죄 외에 도구로 이용된 타인에 대한 사기죄가 별도로 성립하는지 여부전기통신금융사기의 범인이 피해자를 기망하여 피해자의 자금을 사기이용계좌로 송금·이체받은 후 사기이용계좌에서 현금을 인출한 행위가 사기의 피해자에 대하여 별도의 횡령죄를 구성하는지 여부 및 이러한 법리는 사기범행에 이용되리라는 사정을 알고서 자신 명의 계좌의 접근매체를 양도함으로써 사기범행을 방조한 종범이 사기이용계좌로 송금된 피해자의 자금을 임의로 인출한 경우에도 마찬가지로 적용되는지 여부,사기·컴퓨터등사용사기·전기통신금융사기피해방지및피해금환급에관한특별법위반·전자금융거래법위반·사기방조·횡령,대법원,2017.5.31.,2017도3894
피고인들이 불특정 다수의 피해자들에게 전화하여 금융기관 등을 사칭하면서 신용등급을 올려 낮은 이자로 대출을 해주겠다고 속여 신용관리비용 명목의 돈을 송금받아 편취할 목적으로 보이스피싱 사기 조직을 구성하고 이에 가담하여 조직원으로 활동함으로써 범죄단체를 조직하거나 이에 가입·활동하였다는 내용으로 기소된 사안에서 위 보이스피싱 조직은 형법상의 범죄단체에 해당하고 조직의 업무를 수행한 피고인들에게 범죄단체 가입 및 활동에 대한 고의가 인정되며 피고인들의 사기범죄 행위가 범죄단체 활동에 해당한다고 본 원심판단을 수긍한 사례피고인들이 보이스피싱 사기 범죄단체의 구성원으로 활동하면서 사기범죄의 피해자들로부터 제3자 명의의 계좌로 돈을 송금받는 방법으로 범죄수익 등의 취득에 관한 사실을 가장하였다고 하여 범죄수익은닉의 규제 및 처벌 등에 관한 법률 위반으로 기소된 사안에서 피고인들이 피해자들로부터 자신 또는 공범들의 계좌와 전혀 무관한 제3자 명의의 계좌로 송금받는 행위는 범죄수익 취득을 가장하는 행위에 해당하고 이와 같은 범죄수익 은닉행위에 대한 고의도 있다고 본 원심판단을 수긍한 사례피고인들이 보이스피싱 사기 범죄단체의 구성원으로 활동하면서 사기범죄의 피해자들로부터 취득한 범죄수익에 대하여 범죄수익은닉의 규제 및 처벌 등에 관한 법률에 따라 추징이 선고된 사안에서 위 범죄단체활동죄에 의한 범죄수익은 같은 법   별표 제1의 목  목    에 의하여 각 추징의 대상이 되고 그 범죄수익이 사기죄의 피해자로부터 취득한 재산에 해당하여도 마찬가지라고 본 원심판단을 수긍한 사례피고인이 보이스피싱 사기 범죄단체에 가입한 후 사기범죄의 피해자들로부터 돈을 편취하는 등 그 구성원으로서 활동하였다는 내용의 공소사실이 유죄로 인정된 사안에서 범죄단체 가입행위 또는 범죄단체 구성원으로서 활동하는 행위와 사기행위는 각각 별개의 범죄구성요건을 충족하는 독립된 행위이고 서로 보호법익도 달라 법조경합 관계로 목적된 범죄인 사기죄만 성립하는 것은 아니라고 본 원심판단을 수긍한 사례,사기,대법원,2017.10.26.,2017도8600
구 국세기본법 의2  의 장기 부과제척기간에서 말하는 ‘부정한 행위’ 의3  의 부당과소신고가산세에서 말하는 ‘부당한 방법’에 납세자 본인의 부정한 행위 외에 그 대리인이나 사용인 그 밖의 종업원의 부정한 행위도 포함되는지 여부  납세자 본인이 사용인 등의 부정한 행위를 방지하기 위하여 상당한 주의 또는 관리ㆍ감독을 게을리하지 않은 경우 납세자 본인에게 해당 국세에 관하여 부과제척기간을 연장하고 중과세율이 적용되는 부당과소신고가산세를 부과할 수 있는지 여부법인의 대표자나 사실상 대표자가 아닌 사용인 등의 부정한 행위가 납세자 본인의 이익이나 의사에 반하여 자기 또는 제3자의 이익을 도모할 목적으로 납세자를 피해자로 하는 사기 배임 등 범행의 일환으로 행하여지고 거래 상대방이 이에 가담하는 등으로 인하여 납세자가 이들의 부정한 행위를 쉽게 인식하거나 예상할 수 없었던 경우 사용인 등의 배임적 부정한 행위로 인한 과소신고에 대하여 납세자에게 부정한 행위를 이유로 구 국세기본법 의3  의 중과세율을 적용한 부당과소신고가산세의 제재를 가할 수 있는지 여부 및 사용인 등의 배임적 부정행위가 같은 법 의2  의 장기 부과제척기간에서 말하는 부정한 행위에 포함되는지 여부,법인세등부과처분취소,대법원,2021.2.18.,2017두38959
구 국세기본법 의2  의 입법 취지  구 국세기본법 의2  가 정한 ‘사기 기타 부정한 행위’의 의미 및 다른 행위를 수반함이 없이 단순히 세법상의 신고를 하지 아니하거나 허위의 신고를 함에 그치는 것이 이에 해당하는지 여부  납세자가 명의를 위장하여 소득을 얻는 경우 명의위장 사실만으로 구 국세기본법 의2  에서 정한 ‘사기 기타 부정한 행위’에 해당한다고 볼 수 있는지 여부갑이 을 등에게 명의신탁한 비상장법인 병 주식회사의 주식 일부를 자신 명의로 보유하고 있던 주식과 함께 정에게 양도하고 각 주식 명의자들의 명의로 양도소득세를 신고하였는데 과세관청이 명의신탁된 주식에 대하여 지급된 배당금이 실질적으로 갑에게 귀속되었다는 이유로 종합소득세 부과처분을 갑이 양도한 주식의 가액을 과소신고하였다는 이유로 양도소득세 부과처분을 한 사안에서 갑의 주식 명의신탁 행위와 이에 뒤따르는 부수행위를 조세포탈의 목적에서 비롯된 부정한 적극적인 행위로 볼 수 없으므로 위 종합소득세와 양도소득세의 부과제척기간은 구 국세기본법 의2  에 따라 5년으로 봄이 타당하다고 한 사례,종합소득세등부과처분취소,대법원,2018.3.29.,2017두69991
보험약관의 해석 원칙갑 공인중개사협회와 을 보험회사가 피보험자를 ‘갑 협회 및 소속 회원’으로 하는 전문직업인배상책임보험계약을 체결하면서 ‘보험금이 지급되어 을 회사가 피보험자의 대위권을 계승하더라도 피보험자 임직원의 부정 사기 범죄 또는 악의적 행위 악의적 탈루로 인한 손해가 아닌 경우 피보험자의 임직원에 대한 대위권 행사를 포기한다’는 내용의 보통약관 조항과 ‘이 보험은 사고나 손해를 야기한 제3자에 대한 대위권을 행사하지 그러나 사고나 손해가 제3자의 고의적인 행위나 고의적인 과실에 직·간접적으로 기인한 경우에는 그러하지 아니하다’는 내용의 특별약관 조항을 두었는데 특별약관 조항이 보통약관 조항에 우선 적용되어 피보험자의 임직원 또한 특별약관 조항의 ‘제3자’에 포함되는지 문제 된 사안에서 제반 사정에 비추어 피보험자의 임직원에게는 보통약관 조항이 적용되고 피보험자의 임직원을 제외한 제3자에게는 특별약관 조항이 적용된다고 보는 것이 타당함에도 이와 달리 피보험자의 임직원에게도 특별약관 조항이 적용됨을 전제로 판단한 원심판결에 법리오해의 잘못이 있다고 한 사례,구상금,대법원,2019.3.14.,2018다260930
‘소송사기’의 의미 및 소송사기죄를 인정할 때 유의할 사항  소송사기죄가 성립하기 위한 요건갑 주식회사 대표이사인 피고인이 11.경 갑 회사에 입사하였다가 퇴직한 근로자 을을 상대로 12.부터 4.까지 포괄일급에 포함하여 이미 지급한 퇴직적립금에 대하여 부당이득반환청구 소송을 제기하면서 1.자 근로계약서의 일급란 기재 금액을 변조하여 증거자료로 제출한 사안에서 갑 회사는 을에게 포괄일급에 일급의 8.3%에 해당하는 퇴직적립금을 포함하여 임금을 지급하였는데 을의 퇴사 후 위와 같이 을에게 지급된 퇴직적립금이 퇴직금 지급으로서의 효력이 없다는 자문을 받고 별도로 퇴직금 전액을 지급하였으므로 피고인이 부당이득반환의 소를 제기한 것은 정당한 권리행사의 일환이라는 등의 이유로 이와 달리 보아 피고인에게 사기미수죄를 인정한 원심판결에 소송사기의 법리를 오해한 잘못이 있다고 한 사례,사문서변조·변조사문서행사·사기미수,대법원,2018.12.28.,2018도13305
피고인에 대한 공판기일 소환은 형사소송법이 정한 소환장의 송달 또는 이와 동일한 효력이 있는 방법에 의하여야 하는지 여부피고인이 원심 공판기일에 불출석하자 검사가 피고인과 통화하여 피고인이 변호인으로 선임한 갑 변호사의 사무소로 송달을 원하고 있음을 확인하고 피고인의 주소를 갑 변호사 사무소로 기재한 주소보정서를 원심에 제출하였는데 그 후 갑 변호사가 사임하고 새로이 을 변호사가 변호인으로 선임된 사안에서 원심이 피고인에 대한 공판기일소환장 등을 갑 변호사 사무소로 발송하여 그 사무소 직원이 수령하였더라도 형사소송법이 정한 적법한 방법으로 피고인의 소환이 이루어졌다고 볼 수 없다고 한 사례,사기,대법원,2018.11.29.,2018도13377
2인 이상이 저작물의 작성에 관여한 경우 저작자가 누구인지 판단하는 기준  미술저작물의 창작과정에 복수의 사람이 관여되어 있는 경우 어느 과정에 어느 정도 관여하여야 창작적인 표현형식에 기여한 자로서 저작자로 인정되는지에 대한 사법심사 기준사기죄의 요건으로서 ‘부작위에 의한 기망’의 의미 및 이때 법률상 고지의무가 인정되는 범위  법률상 고지의무의 근거가 되는 거래의 내용이나 거래관행 등 거래실정에 관한 사실을 주장·증명할 책임의 소재피고인이 화가 갑에게 돈을 주고 자신의 기존 콜라주 작품을 회화로 그려오게 하거나 자신이 추상적인 아이디어만 제공하고 이를 갑이 임의대로 회화로 표현하게 하는 등의 작업을 지시한 다음 갑으로부터 완성된 그림을 건네받아 경미한 작업만 추가하고 자신의 서명을 하였음에도 위와 같은 방법으로 그림을 완성한다는 사실을 고지하지 아니하고 사실상 갑 등이 그린 그림을 마치 자신이 직접 그린 친작인 것처럼 전시하여 피해자들에게 그림을 판매하고 대금 상당의 돈을 편취하였다는 내용으로 기소된 사안에서 피해자들이 위 미술작품을 피고인의 친작으로 착오한 상태에서 구매한 것이라고 단정하기 어렵다고 보아 피고인에게 무죄를 선고한 원심판단을 수긍한 사례,사기,대법원,2020.6.25.,2018도13696
법률에 사용된 문언의 의미를 해석하는 방법구 국민건강보험법   에서 정한 ‘보험급여’를 의료기관 등이 보험급여를 실시한 대가에 대하여 국민건강보험공단이 지급하는 비용 즉 ‘보험급여비용’까지 포괄하는 의미로 해석할 수 있는지 여부,의료법위반(피고인2에대하여인정된죄명:의료법위반방조)·국민건강보험법위반(피고인2에대하여인정된죄명:국민건강보험법위반방조)·특정경제범죄가중처벌등에관한법률위반(사기),대법원,2018.6.15.,2018도2615
유기치사죄의 성립 요건  유기죄에 관한 형법  에서 말하는 ‘법률상 보호의무’에 부부간의 부양의무가 포함되는지 여부,유기치사(선택적죄명:살인)·사기·사기미수,대법원,2018.5.11.,2018도4018
법원이 공소장 변경절차를 거치지 않고 공소사실과 다르게 사실을 인정하기 위한 요건  단독범으로 기소된 것을 공소장 변경 없이 공동정범으로 인정할 수 있는 경우사회복지법인 갑 재단의 명의로 설립된 장기요양기관 을 요양원의 원장인 피고인이 갑 재단과 을 요양원을 운영하면서 요양보호사나 물리치료사를 허위로 등록하거나 소속 요양보호사의 근무시간을 허위로 등록하고 을 요양원에 정원을 초과한 인원을 수용하였는데도 이를 신고하지 않는 방법으로 노인장기요양보험법령에서 정한 결원비율과 정원초과 등에 따른 감산율을 적용하지 않은 채 피해자 국민건강보험공단에 허위로 급여비용을 청구하여 이를 편취하였다고 하여 특정경제범죄 가중처벌 등에 관한 법률 위반의 단독범으로 기소되었는데 원심은 피고인이 남편 병이 사망한 시점까지는 병과 함께 실질적으로 을 요양원을 운영하면서 공모하여 위 공단을 상대로 사기 범행을 저질렀고 그 후에는 피고인이 단독으로 을 요양원을 운영하면서 사기 범행을 계속 저질렀다고 보아 공소사실 중 피고인이 갑 재단의 대표이사로 취임하기 이전 즉 병이 살아 있는 동안의 범행에 관해서는 공소장 변경 없이 피고인을 병과 공동정범으로 인정한 사안에서 원심의 판단이 정당하다고 한 사례,특정경제범죄가중처벌등에관한법률위반(사기)·업무상횡령,대법원,2018.7.12.,2018도5909
국세기본법  에서 정한 실질과세 원칙의 의미  실질과세의 원칙이 거주자나 내국법인이 우리나라의 조세를 회피하기 위하여 조세피난처에 외형뿐인 ‘기지회사’를 설립하고 법인 형식만을 이용하는 국제거래에 적용될 수 있는지 여부법인의 출자자가 사외유출된 법인의 소득을 확정적으로 자신에게 귀속시킨 경우 출자자에 대한 배당소득에 해당하는 것으로 추인할 수 있는지 여부국세부과의 제척기간이 지난 다음에 이루어진 부과처분의 효력구 국세기본법 의2  에서 정한 ‘사기 기타 부정한 행위’의 의미 및 납세자가 명의를 위장하여 소득을 얻은 경우 명의위장 사실만으로 위 ‘사기 기타 부정한 행위’에 해당하는지 여부‘갑이 홍콩에 설립한 법인의 자금을 영국령 버진아일랜드에 설립한 법인들에 송금하거나 차명주주가 배당소득을 대신 수령하는 등의 방법으로 소득세를 포탈하였다’는 이유로 관할 세무서장이 갑에게 종합소득세 부과처분을 한 사안에서 갑이 1999년·2000년에 ‘대한민국과 미합중국 간의 소득에 관한 조세의 이중과세 회피와 탈세방지 및 국제무역과 투자의 증진을 위한 협약’  에 따라 미국의 거주자로 간주되므로 홍콩 법인들로부터 차명주주 명의로 1999년·2000년에 지급받은 배당금은 국외원천소득에 해당하여 과세할 수 없다고 본 원심판단을 정당하다고 한 사례하나의 납세고지서에 본세와 가산세를 함께 부과할 때 및 여러 종류의 가산세를 함께 부과하는 경우 납세고지서의 기재 방식  본세와 가산세 각각의 세액과 산출근거 및 가산세 상호 간의 종류별 세액과 산출근거 등을 구분하여 기재하지 않은 채 본세와 가산세의 합계액 등만을 기재한 경우 과세처분이 위법한지 여부,종합소득세부과처분취소,대법원,2018.12.13.,2018두128
구 국세기본법 의2  에서 정한 ‘사기 기타 부정한 행위’의 의미 및 단순히 세법상 신고를 하지 않거나 허위의 신고를 한 행위가 이에 해당하는지 여부명의를 위장하여 소득을 얻는 행위가 구 국세기본법 의2  에서 정한 ‘사기 기타 부정한 행위’에 해당하는 경우,부당이득금,대법원,2020.8.20.,2019다301623
피고인이 절도죄 등으로 벌금형의 약식명령을 발령받은 후 정식재판을 청구하였는데 제1심법원이 위 정식재판청구 사건을 통상절차에 의해 공소가 제기된 다른 점유이탈물횡령 등 사건들과 병합한 후 각 죄에 대해 모두 징역형을 선택한 다음 경합범으로 처단한 징역형을 선고하자 피고인과 검사가 각 양형부당을 이유로 항소한 사안에서 제1심판결 중 위 정식재판청구 사건 부분에 형사소송법 의2 에서 정한 형종 상향 금지의 원칙을 위반한 잘못이 있고 제1심판결에 대한 피고인과 검사의 항소를 모두 기각함으로써 이를 그대로 유지한 원심판결에도 형사소송법 의2 을 위반한 잘못이 있다고 한 사례,점유이탈물횡령·절도·사기·여신전문금융업법위반·사기미수·컴퓨터등사용사기·야간건조물침입절도,대법원,2020.1.9.,2019도15700
형법 에서 정한 ‘범죄를 목적으로 하는 단체’의 의미형법 에서 정한 ‘범죄를 목적으로 하는 집단’의 의미와 요건피고인 갑은 무등록 중고차 매매상사를 운영하면서 피해자들을 기망하여 중고차량을 불법으로 판매해 금원을 편취할 목적으로 외부사무실 등에서 범죄집단을 조직·활동하고 피고인 갑 을을 제외한 나머지 피고인들은 범죄집단에 가입·활동하였다는 내용으로 기소된 사안에서 위 외부사무실은 특정 다수인이 사기범행을 수행한다는 공동목적 아래 구성원들이 대표 팀장 출동조 전화상담원 등 정해진 역할분담에 따라 행동함으로써 사기범행을 반복적으로 실행하는 체계를 갖춘 결합체 즉 형법 의 ‘범죄를 목적으로 하는 집단’에 해당한다고 한 사례,범죄단체조직·범죄단체가입·범죄단체활동·사기·사기방조·자동차관리법위반·위증,대법원,2020.8.20.,2019도16263
검사가 기명날인 또는 서명이 없는 상태로 공소장을 관할법원에 제출한 경우 공소제기의 효력 및 이때 검사가 공소장에 기명날인 또는 서명을 추후 보완하는 등의 방법으로 공소제기가 유효하게 될 수 있는지 여부,사기,대법원,2021.12.16.,2019도17150
기망행위에 의하여 국가적 또는 공공적 법익을 침해하는 경우 형법상 사기죄가 성립하기 위한 요건  중앙행정기관의 장 지방자치단체의 장 등 법률에 따라 금전적 부담의 부과권한을 부여받은 자가 재화 또는 용역의 제공과 관계없이 특정 공익사업과 관련하여 권력작용으로 부담금을 부과하는 침해행정 영역에서 일반 국민이 담당 공무원을 기망하여 권력작용에 의한 재산권 제한을 면하는 경우 사기죄가 성립하는지 여부,사기,대법원,2019.12.24.,2019도2003
부정무신고가산세와 부정과소신고가산세에 관한 구 국세기본법 의2  및 의3   등에 규정된 ‘사기 그 밖의 부정한 행위’ 또는 ‘부정행위’의 의미 및 납세자가 명의를 위장하여 소득을 얻은 경우 명의위장 사실만으로 위 규정들에서 정한 ‘사기 그 밖의 부정한 행위’ 또는 ‘부정행위’에 해당한다고 볼 수 있는지 여부,양도소득세부과처분취소,대법원,2020.12.10.,2019두58896
소송촉진 등에 관한 특례법  에 따른 배상명령제도의 취지  같은 법  에서 정한 ‘다른 절차에 따른 손해배상청구’의 의미 및 이에 해당하는 경우 법원이 취할 조치,사기,대법원,2022.7.28.,2020도12279
